corp_code,corp_name,stock_code,corp_cls,induty_code,jurir_no,bizr_no,est_dt,acc_mt,adres,bsns_year,rcept_no,cfs_rev_t,cfs_rev_t1,cfs_rev_t2,cfs_assets_t,cfs_rev_3y_avg,ofs_rev_t,ofs_rev_t1,ofs_rev_t2,ofs_assets_t,ofs_rev_3y_avg,rev_source
01284751,주식회사 시지트로닉스,429270,K,26129,2101110058935,4188124779,20080125,12,전라북도 완주군 봉동읍 테크노밸리로 497,2025,20260318000115,,,,,,12748957402.0,12172663876.0,12513645275.0,34037273558.0,12478422184.0,주요계정
00117027,(주)알루코,001780,Y,24222,1601110002313,3068101212,19560604,12,대전광역시 대덕구  대화로119번길 31,2025,20260318001554,575658057136.0,622944292918.0,591186560074.0,912972459028.0,596596303376.0,251313183648.0,297354761357.0,304316242405.0,430652813933.0,284328062470.0,주요계정
00544577,브이엠(주),089970,K,29271,1348110068248,1248193411,20020222,12,경기도 이천시 마장면 서이천로 58-47,2025,20260320000666,144411787537.0,70277411560.0,26008551330.0,248727741913.0,80232583476.0,144411787537.0,70277411560.0,26008551330.0,248529860191.0,80232583476.0,주요계정
01494118,노을 주식회사,376930,K,27112,1101115906974,4828100161,20151202,12,"경기도 용인시 수지구 광교중앙로 338, 비동 10층 &nbsp",2025,20260323001248,5121885655.0,1601464029.0,2733841254.0,39224540809.0,3152396979.0,5121885655.0,1601464029.0,2733841254.0,38916572996.0,3152396979.0,주요계정
01765265,동국제강(주),460860,Y,241,1101118651633,5788602878,20230601,12,서울특별시 중구 을지로5길 19,2025,20260313000519,,,,,,3203431341223.0,3527525783006.0,2632104129307.0,4134274429969.0,3121020417845.0,주요계정
00409681,(주)아스트,067390,K,31322,1954110007168,6138124511,20010420,12,경상남도 사천시 용현면 종포산단로 133 -,2025,20260318001569,254386380552.0,171380120862.0,168484017802.0,560593411124.0,198083506405.0,254397973852.0,168739896411.0,161609337548.0,558842413520.0,194915735937.0,주요계정
00108490,(주)엔피케이,048830,K,20202,1101110522311,2118138347,19870304,12,경상북도 구미시 옥계2공단로5길 7 -,2025,20260319000658,83822010472.0,64565578498.0,62987939899.0,69556770980.0,70458509623.0,57878440116.0,54839599115.0,56150500497.0,65321509554.0,56289513243.0,주요계정
00164779,에스케이하이닉스(주),000660,Y,2612,1344110001387,1268103725,19491015,12,경기도 이천시  부발읍 경충대로 2091,2025,20260317000635,97146675000000.0,66192960000000.0,32765719000000.0,176107659000000.0,65368451333333.0,86852117000000.0,55736287000000.0,27639997000000.0,168903929000000.0,56742800333333.0,주요계정
00115931,(주)디오,039840,K,27192,1845110003290,6218101561,19880125,12,부산광역시 해운대구 센텀서로 66,2025,20260306000812,164077830292.0,119649873058.0,155817892643.0,328467730338.0,146515198664.0,96017951961.0,103878211119.0,117014371169.0,300370143079.0,105636844750.0,주요계정
00604268,(주)에이프로,262260,K,289,1351110053143,1238158293,20000627,12,"경기도 안양시 동안구 부림로170번길 41-14 (관양동, 에이프로 글로벌센터)",2025,20260731000782,147079619081.0,200156427991.0,235952253023.0,327516705769.0,194396100032.0,141602239991.0,197497392255.0,234329673836.0,278081059466.0,191143102027.0,주요계정
00825223,(주)화신정공,126640,K,303,1101114339415,1078735359,20100428,12,경상북도 영천시  도남공단3길 96,2025,20260316000444,,,,,,378937475942.0,321956980467.0,359878250345.0,197908343869.0,353590902251.0,주요계정
00148984,주식회사 시알홀딩스,000480,Y,2321,2011110000440,4168107056,19470515,12,전라남도 광양시 산업로 55 본관 3층,2025,20260319000043,827752427000.0,810831515000.0,816904445000.0,1565188415000.0,818496129000.0,18718900000.0,14236538000.0,5325065000.0,648855398000.0,12760167667.0,주요계정
00101664,(주)경보제약,214390,Y,211,1648110001961,3128104567,19870331,12,충청남도 아산시 실옥로 174,2025,20260318001475,,,,,,264104056811.0,238556125924.0,216357481796.0,319537836305.0,239672554844.0,주요계정
01232192,(주)티디에스팜,464280,K,21212,1545110024284,3038134897,20021111,12,경기도 성남시 분당구 판교로 253 C동 403호,2025,20260629000376,,,,,,27620873511.0,27518775933.0,30049355329.0,54151710444.0,28396334924.0,주요계정
01181515,(주)엘앤씨바이오,290650,K,212,1311110288992,1298664008,20110802,12,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티)",2025,20260324000006,85476414998.0,72032432117.0,65926844211.0,456637114149.0,74478563775.0,69422886562.0,56168863806.0,56131552526.0,333364117550.0,60574434298.0,주요계정
01233465,동국생명과학(주),303810,K,212,1101116391778,3318100733,20170501,12,서울특별시 강남구 테헤란로108길 7,2025,20260313000218,,,,,,130343747512.0,131816122285.0,120161205350.0,217626925229.0,127440358382.0,주요계정
01658831,오름테라퓨틱 주식회사,475830,K,211,1601110433518,8878100503,20160817,12,대전광역시 유성구 문지로 281-25,2025,20260319001320,23564233.0,20905620577.0,135417607412.0,169324738276.0,52115597407.0,23564233.0,20905620577.0,135417607412.0,148563433561.0,52115597407.0,주요계정
00352064,(주)프리엠스,053160,K,28123,1101110660830,1308130556,19891128,12,경기도 부천시 오정구 삼작로178번길 14,2025,20260318000155,23135895576.0,17695269012.0,22943695630.0,80210265059.0,21258286739.0,22967324185.0,17608801850.0,22901566292.0,80173964273.0,21159230776.0,주요계정
00136226,신성델타테크(주),065350,K,28519,1942110003096,6098107658,19871109,12,경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주),2025,20260317000805,945363793218.0,881982008853.0,833704098779.0,932560259261.0,887016633617.0,125996551346.0,139114211249.0,154693878981.0,370073523541.0,139934880525.0,주요계정
00369107,우리바이오(주),082850,K,108,1350110103198,1348155919,20000525,12,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",2025,20260323000520,1043962208896.0,1237198398100.0,1263943782342.0,761918002581.0,1181701463113.0,41168057743.0,49964508601.0,44249843018.0,99266855294.0,45127469787.0,주요계정
01142260,(주)에스엠씨지,460870,K,231,1342110027733,1268135848,19981230,12,경기도 안성시 양성면 양성로 134-13,2025,20260319000844,,,,,,55788407335.0,54570953170.0,37371272626.0,71199675343.0,49243544377.0,주요계정
00797364,케이씨코트렐(주),119650,Y,291,1101114255463,1058738796,20100106,12,서울특별시 마포구 상암산로 34디지털큐브 12층,2025,20260407003641,192872605567.0,340939801353.0,431949345289.0,202714625280.0,321920584070.0,180532908393.0,291306245985.0,401126067151.0,192913951673.0,290988407176.0,주요계정
00130408,(주)서산,079650,K,23322,2042110000370,4108100453,19740216,12,광주광역시 광산구  하남산단4번로 143,2025,20260316000539,45103016559.0,35683765002.0,41252744468.0,107388944784.0,40679842010.0,24677491457.0,21036379626.0,20381696691.0,46910906668.0,22031855925.0,주요계정
00129235,삼화왕관(주),004450,Y,25991,1341110003462,1388103179,19650502,12,경기도 안산시 단원구  강촌로 140 삼화왕관(주),2025,20260319000454,162897513863.0,167142498336.0,157903566081.0,214276081435.0,162647859427.0,126200827090.0,132540101811.0,131756607293.0,191144549432.0,130165845398.0,주요계정
01641600,주식회사 에이럭스,475580,K,33999,1101115894492,5878100224,20151118,12,"서울특별시 도봉구 마들로13길 61, 16층 (창동, 창동 씨드큐브)",2025,20260318001466,63015993000.0,55042189003.0,54845581406.0,93316471475.0,57634587803.0,28199409465.0,32105042210.0,29426926633.0,83011457068.0,29910459436.0,주요계정
00471068,덕산하이메탈(주),077360,K,261,2301110056969,6208119108,19990506,12,울산광역시 북구  무룡1로 66,2025,20260319001314,236404536110.0,235891931037.0,144452975904.0,658964267763.0,205583147684.0,126318034393.0,98206749988.0,77768206914.0,265453396204.0,100764330432.0,주요계정
00766106,엣지파운드리(주),105550,K,2629,1601110207244,3148182384,20060512,12,대전광역시 유성구 엑스포로 385 (주)트루윈,2025,20260323001355,36390814582.0,37297599228.0,37040201905.0,177094222917.0,36909538572.0,36390814582.0,37297599228.0,37040201905.0,177092833582.0,36909538572.0,주요계정
00226316,호전실업 주식회사,111110,Y,14199,1101110393457,1058164268,19850318,12,"서울특별시 마포구 마포대로 19 신화빌딩, 11층, 12층",2025,20260330001610,520877825230.0,463972606649.0,441548776508.0,416500644693.0,475466402796.0,493314399143.0,435038893151.0,413248487880.0,288901995292.0,447200593391.0,주요계정
00577380,(주)신진에스엠,138070,K,259,1348110061937,1248186623,20010718,12,전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장,2025,20260323001249,54436124843.0,54625630129.0,59704217015.0,103007107959.0,56255323996.0,40446954863.0,41053348836.0,45250444222.0,91356170032.0,42250249307.0,주요계정
00160375,진양폴리우레탄(주),010640,Y,22259,1345110000387,1258118884,19750607,12,경기 평택시 세교동 536-8번지,2025,20260227008561,,,,,,46628342500.0,54038232041.0,54512150091.0,75820360310.0,51726241544.0,주요계정
00164788,현대모비스(주),012330,Y,303,1101110215536,1018116406,19770701,12,서울 강남구 역삼1동 로담코빌딩 140-2,2025,20260309001878,61118127000000.0,57236995000000.0,59254361000000.0,70400532000000.0,59203161000000.0,36256823000000.0,36604026000000.0,38970304000000.0,38537000000000.0,37277051000000.0,주요계정
00330044,(주)캠시스,050110,K,262,1201110081951,1398103094,19930130,12,인천광역시 연수구  벤처로100번길 26,2025,20260319001326,489937482073.0,378186831557.0,500586465075.0,250422161791.0,456236926235.0,369373316028.0,254260777844.0,308584694296.0,201734262297.0,310739596056.0,주요계정
00128032,삼일제약(주),000520,Y,212,1101110016679,1148116848,19471007,12,"서울특별시 서초구  효령로 155 (방배동, 삼일제약 사옥)",2025,20260318001625,210253472993.0,219699586442.0,196345807846.0,371601555822.0,208766289094.0,210253472993.0,219699586442.0,196345807846.0,363019361577.0,208766289094.0,주요계정
00441243,(주)형지엘리트,093240,Y,14112,1101112507551,1058639463,20020425,06,"인천광역시 연수구 하모니로177번길 49 업무동 10층(송도동, 형지글로벌 패션복합센터)",2025,20250919000232,166650465839.0,132748313784.0,94485977330.0,185282892679.0,131294918984.0,164902130597.0,131848741012.0,92856998017.0,184245816661.0,129869289875.0,주요계정
00264255,(주)바텍,043150,K,271,1341110036348,1238128203,19920404,12,경기도 화성시  삼성1로2길 13(석우동),2025,20260318000636,426416122877.0,385194634066.0,384945119813.0,689273534214.0,398851958919.0,276213357320.0,245339283269.0,234017700770.0,572048866395.0,251856780453.0,주요계정
00269922,(주)인바디,041830,K,27199,1101111271834,2208113603,19960515,12,서울시 강남구 논현로2길 54(개포동 1164-21),2025,20260318001304,233948308378.0,204464835870.0,170351229733.0,361061686085.0,202921457994.0,137199033079.0,132379675991.0,102949007910.0,319255604753.0,124175905660.0,주요계정
00225706,제이더블유생명과학(주),234080,Y,212,1350110057395,1338125692,19940510,12,충청남도 당진시 송악읍 한진1길 28,2025,20260318001371,257829408646.0,222478095665.0,206860371797.0,318205789712.0,229055958703.0,234013893513.0,221209755065.0,203040830346.0,297426727289.0,219421492975.0,주요계정
01540453,(주)에이직랜드,445090,K,26112,1358110290105,4278800445,20160411,12,경기도 수원시 영통구 대학4로 25 -,2025,20260319001064,72849892092.0,94058022977.0,74154339770.0,220969730169.0,80354084946.0,72174837501.0,93444479727.0,70917541884.0,216825570195.0,78845619704.0,주요계정
00373021,테라사이언스(주),073640,K,25929,1901110021119,6098124002,19931019,12,경남 창원시 성주동 30-5번지,2025,20260323000029,14134317596.0,17272994116.0,23076476627.0,56310304518.0,18161262780.0,14134317596.0,17201994116.0,23076476627.0,56419447225.0,18137596113.0,주요계정
00135795,(주)신도리코,029530,Y,263,1101110034960,2188100328,19600707,12,서울특별시 성동구  성수이로24길 3 (주)신도리코,2025,20260311003722,317327883419.0,340994882503.0,402553029898.0,1149029457149.0,353625265273.0,299884967949.0,322879212684.0,385050555720.0,1127001123594.0,335938245451.0,주요계정
00161125,한온시스템(주),018880,Y,29172,1347110002206,3068124501,19860311,12,대전광역시 대덕구  신일서로 95,2025,20260318000645,10883728406019.0,9998723268169.0,9521628335626.0,10492248416160.0,10134693336605.0,3930039896659.0,3625271424615.0,3531567612865.0,7151927488858.0,3695626311380.0,주요계정
00121039,명문제약(주),017180,Y,212,1341110013180,1248135615,19830901,12,경기도 화성시  향남읍 제약공단2길 26,2025,20260330000375,195247096550.0,186443052017.0,169567372992.0,272455465130.0,183752507186.0,176719430779.0,159915337129.0,143717787336.0,219056654963.0,160117518415.0,주요계정
00105271,(주)케이씨씨,002380,Y,20411,1101110221814,2148170045,19580812,12,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,2025,20260309001896,6483819486096.0,6658762417820.0,6288442613717.0,16803559405446.0,6477008172544.0,2935723859992.0,3126930489610.0,2999516590144.0,15126548803697.0,3020723646582.0,주요계정
00123523,(주)창해에탄올,004650,K,11121,2013110000107,4168100072,19660616,12,전라북도 전주시 덕진구 원만성로 15,2025,20260814002909,122344462021.0,137452411912.0,116422748457.0,194591450816.0,125406540797.0,103319360596.0,105922444418.0,104945177534.0,182425701482.0,104728994183.0,주요계정
00276834,(주)케이엑스하이텍,052900,K,2224,1648110010780,3128125747,19970305,12,충청남도 아산시  음봉면 연암율금로 330 비아이이엠티,2025,20260318001546,126276082558.0,132265152493.0,154677245205.0,206678209777.0,137739493419.0,87586849341.0,85629264828.0,79528739115.0,175907480747.0,84248284428.0,주요계정
01205851,에이치디현대일렉트릭(주),267260,Y,281,1101116363850,2668600531,20170403,12,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터,2025,20260316000940,4079497658529.0,3322349007529.0,2702799337370.0,4769815393358.0,3368215334476.0,3381139400167.0,2993583277092.0,2293237423244.0,3503823710082.0,2889320033501.0,주요계정
01236897,제일약품(주),271980,Y,212,1101116420361,6288800669,20170601,12,서울특별시 서초구 사평대로 343 제일약품 사옥,2025,20260316000872,567244440283.0,704542027302.0,726393758032.0,510574727006.0,666060075206.0,571285016382.0,698378736558.0,708397754698.0,450806222504.0,659353835879.0,주요계정
01217829,주식회사엔에프씨,265740,K,20423,1201110608755,1318637479,20120423,12,인천광역시 연수구 갯벌로145번길 15-8 &nbsp,2025,20260313000481,,,,,,71621774017.0,40225556510.0,42868677215.0,92053691375.0,51572002581.0,주요계정
00317210,성호전자(주),043260,K,26291,1101110145860,1198102505,19730513,12,"서울특별시 금천구 가산디지털1로 205-15 에스에이치드림타워 1301호, 1302호, 1401호",2025,20260320001361,231577035770.0,207326568063.0,208061479027.0,581089727261.0,215655027620.0,81557343213.0,113110211238.0,155859081392.0,411707188321.0,116842211948.0,주요계정
00153278,(주)서연탑메탈,019770,K,292,1101110519003,1398102284,19870205,12,"인천광역시 남동구  청능대로410번길 40 고잔동,남동공단",2025,20260312000712,,,,,,207061838044.0,182361573211.0,173052825577.0,182743215836.0,187492078944.0,주요계정
00260408,(주)팜스코,036580,Y,105,1311110042950,1298130202,19991001,12,경기도 안성시  미양면 제2공단4길 33,2025,20260320000233,1554134933701.0,1574634584892.0,1854547688808.0,1073411058408.0,1661105735800.0,1427995693337.0,1498530910459.0,1720042339108.0,869543442974.0,1548856314301.0,주요계정
00405959,(주)스타플렉스,115570,K,2221,1201110136459,1368119262,19960711,12,충청북도 음성군  삼성면 대성로 417,2025,20260323001102,98655425592.0,80150853762.0,70700646378.0,99019019951.0,83168975244.0,64762004409.0,53386102538.0,47442494549.0,65935928107.0,55196867165.0,주요계정
00415594,(주)동국에스엔씨,100130,K,2511,1101112276784,1048163193,20010702,12,경상북도 포항시 남구 대송로 62(장흥동),2025,20260316001236,119684884783.0,165779489924.0,178578529292.0,256327957251.0,154680968000.0,119089577038.0,165067122429.0,177602435185.0,252391659162.0,153919711551.0,주요계정
00495086,(주)픽셀플러스,087600,K,2629,1601110096473,3148132491,20000412,12,경기도 성남시 수정구 금토로40번길 30 -,2025,20260318000528,,,,,,42707711339.0,53481912534.0,50670581353.0,106988345927.0,48953401742.0,주요계정
01283974,(주)삐아,451250,K,20423,1411110024675,2268132030,20040311,12,인천광역시 연수구 컨벤시아대로 165 32층,2025,20260408003344,67972288390.0,57644750090.0,38273480005.0,52358575521.0,54630172828.0,65364629700.0,56487564355.0,37917699090.0,51943832302.0,53256631048.0,주요계정
00360036,(주)백금티앤에이,046310,K,2642,1101111353153,2298125504,19961217,12,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층",2025,20260320000180,148922256530.0,152492730341.0,170733617690.0,126288878155.0,157382868187.0,72388953794.0,79550506679.0,90011949184.0,61161722623.0,80650469886.0,주요계정
00567897,(주)에스비비테크,389500,K,291,1101112113142,2158600192,20001118,12,경기도 김포시 월곶면 김포대로2918번길 22,2025,20260323000721,,,,,,7198979874.0,5465590414.0,5134276778.0,32233141630.0,5932949022.0,주요계정
00371485,(주)켐트로닉스,089010,K,204,1311110028116,1298121998,19970401,12,세종특별자치시   전동면 배일길 31,2025,20260318000934,637485933185.0,575221850583.0,542256796298.0,782385054093.0,584988193355.0,356736942242.0,337382240595.0,278156584340.0,520000289224.0,324091922392.0,주요계정
01159853,(주)휴온스,243070,K,212,1311110446029,8638700270,20160503,12,경기도 성남시 수정구 창업로 17 판교 아이스퀘어 A동 8층,2025,20260323001636,620768254716.0,590231059719.0,552006502264.0,680281789538.0,587668605566.0,521054561136.0,529039863489.0,514982461717.0,581392629414.0,521692295447.0,주요계정
01310773,(주)엔시스,333620,K,28909,1615110077268,3128180677,20060112,12,충청남도 아산시 음봉면 스마트산단3로 18 (주)엔시스,2025,20260323000257,48836076321.0,62899277479.0,51226329598.0,84907822358.0,54320561133.0,48679576321.0,62851277479.0,51226329598.0,84646428015.0,54252394466.0,주요계정
01179866,(주)에스지헬스케어,398120,K,27111,1244110097700,1378196388,20090717,12,경기도 이천시  모가면 양녕로 10,2025,20260323001132,24601049961.0,16104629986.0,27778655312.0,40505560917.0,22828111753.0,24961318396.0,15206209178.0,27031167691.0,39652035027.0,22399565088.0,주요계정
00453929,메디포스트(주),078160,K,211,1101112007709,2118661218,20000626,12,경기도 성남시 분당구 대왕판교로 644번길21 -,2025,20260319001247,73656891468.0,70657028379.0,68642987374.0,431550932707.0,70985635740.0,76888153344.0,74112928114.0,69706823234.0,425491546645.0,73569301564.0,주요계정
00765462,씨에스베어링 주식회사,297090,K,29141,1801110611863,6068606640,20071109,12,서울특별시 강남구 언주로 723 8층(논현동),2025,20260318001679,126148072662.0,105410424602.0,76607854875.0,154563902434.0,102722117380.0,101255289125.0,98815632994.0,72337254265.0,129344278777.0,90802725461.0,주요계정
00670340,씨에스윈드(주),112610,Y,2511,1101113509887,2128176626,20060816,12,서울특별시 강남구 언주로 723 -,2025,20260318001110,2931648581449.0,3072529196695.0,1520162115494.0,3216594965195.0,2508113297879.0,613558736508.0,535988571158.0,252780518203.0,1503235719256.0,467442608623.0,주요계정
00239639,(주)삼표시멘트,038500,K,239,1101110738637,2298104571,19901222,12,강원도 삼척시  동양길 20,2025,20260320000882,676926715424.0,790786523331.0,823729443914.0,1446731199428.0,763814227556.0,640607919944.0,743966295597.0,775933239086.0,1216785615244.0,720169151542.0,주요계정
00532059,그린생명과학(주),114450,K,211,2062110029823,4178130958,20050401,12,전라남도 여수시 여수산단2로 84,2025,20260319001189,,,,,,40339622036.0,24860636227.0,22369480277.0,54863691768.0,29189912847.0,주요계정
00580199,(주)메디톡스,086900,K,211,1648110016928,3128142130,20000502,12,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,2025,20260319001223,247290289368.0,228621968787.0,221120682597.0,581756982355.0,232344313584.0,222046566421.0,208149476160.0,210904259819.0,563453994782.0,213700100800.0,주요계정
00877059,삼성바이오로직스(주),207940,Y,211,1201110566317,1318627632,20110422,12,인천광역시 연수구 송도바이오대로 300,2025,20260515001658,4556971695180.0,3497145675782.0,2938755680729.0,11060741976837.0,3664291017230.0,4556971695180.0,3497145675782.0,2938755680729.0,11023968735616.0,3664291017230.0,주요계정
00926522,테고사이언스(주),191420,K,211,1601110114126,3148140292,20010320,12,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스)",2025,20260625000184,5940717263.0,6759059331.0,7772408575.0,78160932166.0,6824061723.0,5515638375.0,6483080067.0,7224320410.0,78242527102.0,6407679617.0,주요계정
00102618,계양전기(주),012200,Y,291,1101110212889,1048134422,19770427,12,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,2025,20260317000814,389798757593.0,369125242685.0,381634129995.0,220426948138.0,380186043424.0,380898344932.0,361209356623.0,376948717037.0,206969806411.0,373018806197.0,주요계정
00297095,나라엠앤디(주),051490,K,292,1942110033580,6098135789,19990219,12,경상남도 창원시 성산구  공단로 675 나라엠앤디(주),2025,20260319000720,184633171553.0,203815719224.0,231000548728.0,268650904285.0,206483146502.0,94875069853.0,95857254735.0,95749945934.0,168751333690.0,95494090174.0,주요계정
00753643,(주)주성코퍼레이션,109070,Y,264,1313110088017,1258179538,20090225,12,충청남도 당진시 시곡로 307 -,2025,20260318000727,85403171510.0,68846344884.0,23947360256.0,41985605299.0,59398958883.0,83103986067.0,66807454484.0,21784122777.0,41461900865.0,57231854443.0,주요계정
00104537,(주)국영지앤엠,006050,K,231,1101110103707,2078141843,19690507,12,"서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층)",2025,20260316001289,,,,,,60198966693.0,75411207520.0,76640521220.0,73663110356.0,70750231811.0,주요계정
00105855,엘에스일렉트릭 주식회사,010120,Y,28121,1101110520076,1168119273,19740724,12,경기도 안양시 동안구  엘에스로 127 LS타워,2025,20260318001243,4965798552980.0,4551837252467.0,4230482628448.0,4956680318372.0,4582706144632.0,3462741368949.0,3108461007496.0,3004306322312.0,3999949042698.0,3191836232919.0,주요계정
00143907,(주)원일특강,012620,K,24123,1101110220288,1198101622,19771014,12,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",2025,20260316000744,398115514874.0,379299734226.0,379986386064.0,282828182990.0,385800545055.0,365898672844.0,346252343340.0,347891296013.0,246481345535.0,353347437399.0,주요계정
00918222,(주)엘앤케이바이오메드,156100,K,27194,1101114017227,1058726820,20081222,12,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,2025,20260312001180,38920486823.0,36092216494.0,29904806625.0,83482864772.0,34972503314.0,21711786780.0,22776717255.0,16817502248.0,104758182490.0,20435335428.0,주요계정
00825959,(주)하이비젼시스템,126700,K,273,1101114324127,1048627794,20100408,12,경기도 성남시 중원구 둔촌대로 527 -,2025,20260319000847,171096948608.0,312011802751.0,348281451045.0,317835763904.0,277130067468.0,161801631087.0,282515330511.0,303287063400.0,263742609327.0,249201341666.0,주요계정
00602136,디와이피엔에프(주),104460,K,29163,1101111725386,1138154363,19990701,12,서울특별시 강서구 마곡중앙8로7길 39 -,2025,20260323001743,396256361230.0,281019021433.0,144055577245.0,246868549743.0,273776986636.0,365502243845.0,284531395337.0,153310705833.0,245351551403.0,267781448338.0,주요계정
00120571,롯데칠성음료(주),005300,Y,11209,1101110003684,2148107770,19671129,12,서울특별시 서초구 서초대로70길 15,2025,20260311004566,3971143829134.0,4024503304484.0,3224680481809.0,4284698593709.0,3740109205142.0,2566969761664.0,2723023738767.0,2757321369169.0,3410371410846.0,2682438289867.0,주요계정
00220969,(주)오공,045060,K,20493,1243110001513,1308101293,19740912,12,인천광역시 남동구  함박뫼로 341,2025,20260316001256,160071597465.0,163010096967.0,158428134529.0,147932598516.0,160503276320.0,55305590928.0,57324515891.0,56940051814.0,94570638502.0,56523386211.0,주요계정
00313649,현대바이오사이언스(주),048410,K,204,1344110015693,1268145614,20000525,12,경상북도 김천시  아포읍 아포공단길 106,2025,20260330001311,3517369223.0,15050025356.0,9481384632.0,130738698532.0,9349593070.0,3517369223.0,15050025356.0,9481384632.0,133025705829.0,9349593070.0,주요계정
00617314,주식회사 타이거일렉,219130,K,2622,1201110228610,1218138874,20000728,12,인천광역시 남구 염전로187번길 33,2025,20260317000532,,,,,,80678580109.0,61822374891.0,48569682585.0,90254501542.0,63690212528.0,주요계정
00450931,우양에이치씨(주),101970,K,2512,1350110062633,1348133443,19961001,12,경기도 평택시 포승읍 포승공단로118번길 88,2025,20260312001152,,,,,,100854566106.0,183248928232.0,200055393194.0,250655257091.0,161386295844.0,주요계정
00161383,한미반도체(주),042700,Y,29271,1201110038423,1378102051,19801224,12,인천광역시 서구 가좌로30번길 14,2025,20260312001230,576684619527.0,558917191547.0,159008528366.0,813331626120.0,431536779813.0,559680004877.0,555547131225.0,157081381666.0,798623033690.0,424102839256.0,주요계정
00172680,동국산업(주),005160,K,24122,1101110085583,2028147522,19670901,12,서울특별시 중구  다동길 46,2025,20260318001458,727764317548.0,790288185559.0,757010071920.0,872019766188.0,758354191676.0,373092684024.0,384242047872.0,373991371469.0,618971908173.0,377108701122.0,주요계정
00104388,국도화학(주),007690,Y,20111,1101110126642,1198104497,19720222,12,서울특별시 금천구  가산디지털2로 61,2025,20260305001586,1395556194366.0,1305775130486.0,1311776360252.0,1749499133148.0,1337702561701.0,967066362965.0,981235271976.0,1062354496974.0,1473131028230.0,1003552043972.0,주요계정
00288343,삼영이엔씨(주),065570,K,26429,1801110172667,6018126156,19950206,12,부산광역시 영도구  상리로 69,2025,20260324000001,,,,,,33261463483.0,36103058846.0,33338252948.0,40257888252.0,34234258426.0,주요계정
00111999,대원제약(주),003220,Y,212,1101110103955,2078136336,19610809,12,서울특별시 성동구 천호대로 386 대원제약,2025,20260318001398,605434719615.0,598162352613.0,526952045065.0,613651220679.0,576849705764.0,542981109597.0,536086070880.0,500696282453.0,575492486101.0,526587820977.0,주요계정
00870481,에코캡 주식회사,128540,K,303,1801110602755,6058184196,20070816,12,울산광역시 울주군 언양읍 반천반송산업로 137-66,2025,20260323001607,151845506167.0,138529396394.0,135901878758.0,166545853600.0,142092260440.0,112379628140.0,101242310246.0,106908852335.0,145871091669.0,106843596907.0,주요계정
01078178,알에프에이치아이씨(주),218410,K,264,1101115695337,6938100117,20150414,12,경기도 과천시 과천대로12길 110 (문원동),2025,20260331004907,185803786324.0,114875963020.0,111432998779.0,546184500788.0,137370916041.0,128253123681.0,71468874694.0,69314670529.0,450778810701.0,89678889635.0,주요계정
01095722,(주)심텍,222800,K,2622,1501110205802,1338800123,20150701,12,충청북도 청주시 흥덕구 산단로 73 &nbsp,2025,20260317000641,1410559919451.0,1231421381070.0,1041895724977.0,1620329743829.0,1227959008499.0,1097089873840.0,949490447607.0,813604104965.0,1478785596536.0,953394808804.0,주요계정
01288410,주식회사 셀바이오휴먼텍,318160,K,139,1314110346786,3568700092,20150707,12,"경기도 안양시 동안구 시민대로 401 대륭테크노타운15차 제2001호,제2101호",2025,20260325000792,51066196366.0,28418645601.0,27324211009.0,88457532275.0,35603017659.0,50828446255.0,28272663841.0,27285778021.0,67917826836.0,35462296039.0,주요계정
01538528,(주)에이에스텍,453860,K,20499,1351110074800,1238601591,20050315,12,충청남도 서천군 장항읍 장항산단7길 13 &nbsp,2025,20260320000825,,,,,,24560444117.0,42571531296.0,47339369988.0,107967365440.0,38157115134.0,주요계정
01770203,조선내화 주식회사,462520,Y,2321,2046110071943,2848102978,20230704,12,전라남도 광양시 산업로 55,2025,20260319000141,532032570000.0,500640282000.0,279366908000.0,500352761000.0,437346586667.0,482243738000.0,465779641000.0,262465658000.0,452122189000.0,403496345667.0,주요계정
00132202,선진뷰티사이언스(주),086710,K,20499,1350110029576,1348101179,19880601,12,서울특별시 금천구 가산디지털2로 143 가산 어반워크2 16층,2025,20260318001120,80766128193.0,79372060433.0,72622359560.0,173848768961.0,77586849395.0,68805862444.0,72592297354.0,68410737212.0,166021888145.0,69936299003.0,주요계정
